sku,attribute_set_code,product_type,categories,manufacturer,name,price,description,base_image,small_image,thumbnail_image,additional_images
6776,Default,simple,Default Category/Đồ cứu sinh,RYDER,Bộ dụng cụ đánh lửa Ryder Fire Starter M2006 - 6776,99500199000,"Bộ dụng cụ đánh lửa Ryder Fire Starter M2006 - 6776 là trang bị sinh tồn tiện dụng mà những người ưa thích du lịch khám phá, dã ngoại nên mang theo bên mình.",/6776-0.jpg,/6776-0.jpg,/6776-0.jpg,/6776-1.jpg
3919,Default,simple,Default Category/Đồ cứu sinh,Khác,Vòng tay sinh tồn VN (đầu nhựa) - 3919,70000,"Vòng tay sinh tồn VN (đầu nhựa) - 3919 là trang bị outdoor nhỏ gọn, thời trang cho các chuyến dã ngoại, leo núi, cắm trại, câu cá.",/3919-0.jpg,/3919-0.jpg,/3919-0.jpg,"/3919-1.jpg,/3919-2.jpg"
6778,Default,simple,Default Category/Đồ cứu sinh,RYDER,Dụng cụ đánh lửa Ryder Fire Starter M2010 - 6778,99500199000,"Dụng cụ đánh lửa Ryder Fire Starter M2010 - 6778 là trang bị sinh tồn cực kì tiện dụng mà những người ưa thích du lịch khám phá, dã ngoại nên mang theo bên mình.",/6778-0.jpg,/6778-0.jpg,/6778-0.jpg,/6778-1.jpg
9118,Default,simple,Default Category/Đồ cứu sinh,RYDER,Khò bình gas RYDER M2002 - 9118,175000,"Phụ kiện tiện lợi để sử dụng với các loại bình gas mini. Thiết kế đơn giản dễ sử dụng, nhỏ gọn để mang theo khi cắm trại, picnic giúp nhóm lửa trại, nhóm than nướng đồ ăn...",/9118-0.jpg,/9118-0.jpg,/9118-0.jpg,"/9118-1.jpg,/9118-2.jpg,/9118-3.jpg,/9118-4.jpg"
6777,Default,simple,Default Category/Đồ cứu sinh,RYDER,Dụng cụ đánh lửa Ryder Fire Starter M2009 - 6777,99500199000,"Dụng cụ đánh lửa Ryder Fire Starter M2009 - 6777 là trang bị sinh tồn cực kì tiện dụng mà những người ưa thích du lịch khám phá, dã ngoại nên mang theo bên mình.",/6777-0.jpg,/6777-0.jpg,/6777-0.jpg,"/6777-1.jpg,/6777-2.jpg"
1064,Default,simple,Default Category/Đồ cứu sinh,Khác,Vòng tay sinh tồn đầu thép Strong Survival Bracelet Steel - 1064,85000,"Vòng tay sinh tồn đầu thép Strong Survival Bracelet Steel - 1064 là trang bị outdoor nhỏ gọn, thời trang cho các chuyến dã ngoại, leo núi, cắm trại, câu cá. Vòng tay sinh tồn được tết bằng dây dù rất bền chắc, có thể chịu được lực căng lớn.",/1064-0.jpg,/1064-0.jpg,/1064-0.jpg,"/1064-1.jpg,/1064-2.jpg,/1064-3.jpg,/1064-4.jpg,/1064-5.jpg"
4956,Default,simple,Default Category/Đồ cứu sinh,Khác,Bật lửa chống sốc Honest BCZ415-2,100000,"Bật lửa chống sốc Honest BCZ415-2 được thiết kế kiểu dáng lịch sự, bắt mắt, với tính năng chống sốc, chống gió, lửa khò cho nhiệt độ cao. Hotline: 02873051988",/4956-0.jpg,/4956-0.jpg,/4956-0.jpg,/4956-1.jpg
9645,Default,simple,Default Category/Đèn - Đèn pin,NATUREHIKE,Đèn pin đeo trán USB Naturehike Outdoor LED Headlamp NH00T002-D - 9645,490000,"Với 4 mức sáng, tùy chế độ sử dụng, thời lượng pin của đèn có thể hoạt động lên tới 25h sau mỗi lần sạc đầy.",/9645-0.jpg,/9645-0.jpg,/9645-0.jpg,"/9645-1.png,/9645-2.jpg,/9645-3.jpg,/9645-4.jpg"
6724,Default,simple,Default Category/Đèn - Đèn pin,RYDER,Đèn đeo trán 1W Ryder Headlamp K0006 - 6724,299000,"Đèn đeo trán 1W Ryder Headlamp K0006 - 6724 là phụ kiện hữu ích trong điều kiện ánh sáng tối, nhỏ gọn tiện lợi với quai đeo chắc chắn.",/6724-0.jpg,/6724-0.jpg,/6724-0.jpg,"/6724-1.jpg,/6724-2.jpg,/6724-3.jpg"
1200,Default,simple,Default Category/Đèn - Đèn pin,RYDER,Đèn cắm trại 16 LED Ryder Alloy Lantern K2002 - 1200,475000,"Đèn lều RyDer 16LED siêu sáng là loại thiết bị chiếu sáng sử dụng trong lều, trại khi bạn đi dã ngoại cùng gia đình, bạn bè, leo núi, phượt. Kích thước nhỏ gọn, nhẹ.",/1200-0.jpg,/1200-0.jpg,/1200-0.jpg,"/1200-1.jpg,/1200-2.jpg,/1200-3.jpg"
10590-1,Default,simple,Default Category/Đèn - Đèn pin,KLARUS,Đèn pin đeo đầu siêu nhẹ Klarus Lightweight Flashlight HM3,375000,"Đèn pin đeo đầu siêu nhẹ Klarus Lightweight Flashlight HM3 là sự lựa chọn hoàn hảo cho những người ưa thích sự gọn gàng cho chuyến đi của mình. Thiết kế siêu nhẹ chỉ 27g, điều chỉnh góc chiếu lên đến 180 độ, và thời lượng pin lâu dài đến 5 tiếng liên tục. Đèn còn được trang bị cổng sạc USB và đạt độ chống nước IPX5.",/10590-1-0.jpg,/10590-1-0.jpg,/10590-1-0.jpg,"/10590-1-1.jpg,/10590-1-2.jpg,/10590-1-3.jpg,/10590-1-4.jpg,/10590-1-5.jpg"
10686,Default,simple,Default Category/Đèn - Đèn pin,Khác,Đèn pin sạc cầm tay Mini High Power Flashlight 3 Led W5182,269000,"Đèn pin sạc cầm tay Mini High Power Flashlight 3 Led W5182 với 5 chế độ sáng khác nhau, công suất mạnh mẽ. Có khả năng chông nước IPX4. Thân đèn làm bằng hợp kim nhôm bền bỉ. Thiết kế nhỏ gọn. Trọng lượng chỉ 110g. Phù hợp với leo núi, cắm trại, du lịch",/10686-0.jpg,/10686-0.jpg,/10686-0.jpg,"/10686-1.jpg,/10686-2.jpg,/10686-3.jpg,/10686-4.jpg,/10686-5.jpg"
9646,Default,simple,Default Category/Đèn - Đèn pin,NATUREHIKE,Đèn treo lều chống nước pin sạc Naturehike Camp Lamp NH16D300-C - 9646,340000,"Đèn treo lều chống nước Naturehike Camp Lamp NH16D300-C - 9646  nhỏ gọn với thiết kế công suất phù hợp với lều 4 người  với 4 chế độ sáng: chiếu xa, chiếu tỏa, led đỏ, led đỏ nhấp nháy.",/9646-0.jpg,/9646-0.jpg,/9646-0.jpg,"/9646-2.jpg,/9646-3.jpg,/9646-4.jpg,/9646-5.jpg,/9646-6.jpg"
6725,Default,simple,Default Category/Đèn - Đèn pin,RYDER,Đèn đeo trán 3W Ryder Police Alloy Headlamp K0007 - 6725,239700799000,"Đèn đeo trán 3W Ryder Police Alloy Headlamp K0007 - 6725 là phụ kiện hữu ích trong điều kiện thiếu ánh sáng, nhỏ gọn tiện lợi với quai đeo chắc chắn.",/6725-0.jpg,/6725-0.jpg,/6725-0.jpg,"/6725-1.jpg,/6725-2.jpg,/6725-3.jpg"
9647,Default,simple,Default Category/Đèn - Đèn pin,NATUREHIKE,Đèn treo lều chống nước pin 3A Naturehike Camp Lamp NH16D300-D - 9647,200000,"Có thể sử dụng làm đèn soi đường, đèn đọc sách, phục vụ sinh hoạt… rất phù hợp với các chuyến leo núi, cắm trại, picnic dài ngày.",/9647-0.jpg,/9647-0.jpg,/9647-0.jpg,"/9647-1.jpg,/9647-2.jpg,/9647-3.jpg,/9647-4.jpg,/9647-5.jpg,/9647-6.jpg"
10688,Default,simple,Default Category/Đèn - Đèn pin,Khác,Đèn pin cắm trại Camping Flashlight  X10 Flood Lighting,350000,"Đèn pin cắm trại Camping Flashlight X10 Flood Lighting - đèn pin đa năng, bền bỉ với thiết kế hiện đại. 5 chế độ chiếu sáng, khoảng cách chiếu xa 300-500m, chống nước IP55, sạc nhanh Type-C, pin dung lượng cao, thích hợp cho mọi hoạt động ngoài trời.",/10688-0.jpg,/10688-0.jpg,/10688-0.jpg,"/10688-1.jpg,/10688-2.jpg,/10688-3.jpg,/10688-4.jpg"
10687-1,Default,simple,Default Category/Đèn - Đèn pin,Khác,Đèn Led măng xông Retro Lamp TM-LY02,350000,"Đèn Led măng xông Retro Lamp TM-LY02 được làm theo phong cách cổ điển với ánh sáng vàng và ánh sáng trắng sang trọng. Tích hợp pin sạc 4500 mAh, sử dụng 3-8h. Thiết kế gọn nhẹ, trọng lượng chỉ 265g. Làm từ chất liệu hợp kim nhôm và ABS. Phù hợp cho các hoạt động cắm trại và tiệc dã ngoại ban đêm.",/10687-1-0.jpg,/10687-1-0.jpg,/10687-1-0.jpg,"/10687-1-1.jpg,/10687-1-2.jpg,/10687-1-3.jpg,/10687-1-4.jpg,/10687-1-5.jpg,/10687-1-6.jpg,/10687-1-7.jpg"
6771,Default,simple,Default Category/Phụ kiện Leo núi - Cắm trại,RYDER,La bàn móc khóa Ryder Camping Compass L3043 - 6771,89000,La bàn móc khóa Ryder Camping Compass L3043 - 6771 là thiết bị định hướng thiết yếu cho những chuyến đi xa được đảm bảo an toàn với nhiều công dụng hữu ích.,/6771-0.jpg,/6771-0.jpg,/6771-0.jpg,/6771-1.jpg
7845,Default,simple,Default Category/Phụ kiện Leo núi - Cắm trại,MADE IN VIETNAM,Dây phản quang - 7845,10000,"Dây phản quang với khả năng phản chiếu ánh sáng tốt, giúp đánh dấu đồ đạc, làm tín hiệu cảnh báo, định vị khi di chuyển trong đếm.",/7845-0.jpg,/7845-0.jpg,/7845-0.jpg,
6813,Default,simple,Default Category/Phụ kiện Leo núi - Cắm trại,RYDER,Cưa dây Ryder Wire Saw P0005 - 6813,129000,"Cưa dây Ryder Wire Saw P0005 - 6813 có thể sử dụng để cắt nhựa, gỗ, kim loại, băng đá. Phù hợp với nhiều hoạt động từ dã ngoại, cắm trại, chèo thuyền đến săn bắn, câu cá.",/6813-0.jpg,/6813-0.jpg,/6813-0.jpg,/6813-1.jpg
1910,Default,simple,Default Category/Phụ kiện Leo núi - Cắm trại,COLEMAN,La bàn bản đồ Coleman 2000007838,196000,"La bàn bản đồ Coleman 2000007838 là phụ kiện tối quan trọng khi đi leo núi, dã ngoại, khám phá thiên nhiên. Sản phẩm có dây đeo tiện lợi, giúp bạn luôn xác định được phương hướng, tránh bị lạc.",/1910-0.png,/1910-0.png,/1910-0.png,"/1910-1.png,/1910-2.jpg"
6757,Default,simple,Default Category/Phụ kiện Leo núi - Cắm trại,RYDER,La bàn bỏ túi Ryder Camping Compass L3006 - 6757,199000,La bàn bỏ túi Ryder Camping Compass L3006 - 6757 là thiết bị định hướng thiết yếu cho những chuyến đi xa để đảm bảo an toàn với nhiều công dụng hữu ích.,/6757-0.jpg,/6757-0.jpg,/6757-0.jpg,"/6757-1.jpg,/6757-2.jpg,/6757-3.jpg,/6757-4.jpg"
9547,Default,simple,Default Category/Phụ kiện Leo núi - Cắm trại,NATUREHIKE,Xẻng đa năng mini Naturehike Multi-Function Shovel NH20GJ001 - 9547,320000,"Xẻng đa năng mini Naturehike Multi-Function Shovel NH20GJ001 - 9547 hướng tới sự tối ưu cho khách hàng, cải tiến nhiều bộ phận, không chỉ để làm vườn mà còn rất hiệu quả khi đi du lịch, dã ngoại, cắm trại cùng bạn bè và người thân.",/9547-0.jpg,/9547-0.jpg,/9547-0.jpg,"/9547-1.jpg,/9547-2.jpg,/9547-3.jpg,/9547-4.jpg"
6769,Default,simple,Default Category/Phụ kiện Leo núi - Cắm trại,RYDER,La bàn móc khóa Ryder Camping Compass L3041 - 6769,29000,La bàn móc khóa Ryder Camping Compass L3041 - 6769 là thiết bị định hướng thiết yếu cho những chuyến đi xa được đảm bảo an toàn với nhiều công dụng hữu ích.,/6769-0.jpg,/6769-0.jpg,/6769-0.jpg,
10690,Default,simple,Default Category/Phụ kiện Leo núi - Cắm trại,Khác,La bàn bản đồ Outdoor Essential Map Compass,129000,"La bàn bản đồ Outdoor Essential Map Compass với chất liệu ABS Plastic nhẹ nhàng, kích thước nhỏ gọn 15*5*2cm. Sản phẩm đa chức năng định vị, đo lường phù hợp cho leo núi, cắm trại, đi bộ. Chất liệu trong suốt, thang đo rõ ràng, dễ sử dụng khi cần.",/10690-0.jpg,/10690-0.jpg,/10690-0.jpg,"/10690-1.jpg,/10690-2.jpg"
6720,Default,simple,Default Category/Phụ kiện Leo núi - Cắm trại,RYDER,Bao đựng đèn pin 3W Ryder Torch Polyester Pouch K3001 - 6720,49000,"Bao đựng đèn pin 3W Ryder Torch Polyester Pouch K3001 - 6720 thiết kế gọn nhẹ, là phụ kiện hữu ích cho những chuyến đi trong điều kiện thiếu ánh sáng.",/6720-0.jpg,/6720-0.jpg,/6720-0.jpg,"/6720-1.jpg,/6720-2.jpg"
10691,Default,simple,Default Category/Phụ kiện Leo núi - Cắm trại,Khác,La bàn thấu kính bỏ túi Outdoor Essential Lensatic Compass,229000,La bàn thấu kính bỏ túi Outdoor Essential Lensatic Compass là thiết bị định hướng thiết yếu cho những chuyến đi xa được đảm bảo an toàn và có thêm nhiều công dụng hữu ích khác.,/10691-0.jpg,/10691-0.jpg,/10691-0.jpg,"/10691-1.jpg,/10691-2.jpg"
7879,Default,simple,Default Category/Sức khỏe - Y tế,,Túi y tế First Aid Kit Mini - 7879,60000,"Túi y tế First Aid Kit Mini - 7879 bao gồm nhiều vật dụng cần thiết như băng, gạc, urgo, .v.v là trang bị không thể thiếu khi đi leo núi, cắm trại.",/7879-0.jpg,/7879-0.jpg,/7879-0.jpg,
3001,Default,simple,Default Category/Sức khỏe - Y tế,Khác,Túi y tế First Aid Kit - 3001,350000,"Túi y tế FIST AID KIT thiết kế mỏng, nhỏ gọn, giữ cho đồ dùng băng gạc luôn sạch sẽ, tiện để trong túi xách, ngăn ngoài balô hay vali. Mỗi người nên trang bị một túi ở nhà, trong xe máy hoặc ở văn phòng để dùng khi cần thiết.",/3001-0.jpg,/3001-0.jpg,/3001-0.jpg,"/3001-1.jpg,/3001-2.jpg,/3001-3.jpg,/3001-4.jpg"
10155-1,Default,simple,Default Category/Sức khỏe - Y tế,PARA’KITO,Vòng tay chống muỗi trẻ em PARA'KITO,429000,"Bộ sản phẩm bao gồm 2 viên chống muỗi PARA’KITO™ đi kèm vòng đeo tay, giúp bảo vệ bé khỏi muỗi liên tục trong 30 ngày. (mỗi viên Para’Kito có tác dụng trong 15 ngày)",/10155-1-0.jpg,/10155-1-0.jpg,/10155-1-0.jpg,"/10155-1-1.jpg,/10155-1-2.jpg,/10155-1-3.jpg,/10155-1-4.jpg,/10155-1-5.jpg"
7498,Default,simple,Default Category/Sức khỏe - Y tế,PARA’KITO,Vòng tay chống muỗi PARA'KITO Hawaii Graphic Band - 7498,429000,"Viên chống muỗi kèm vòng tay PARA'KITO Hawaii Band - 7498 vừa phong cách, vừa bảo vệ bạn và gia đình bạn khỏi bị muỗi đốt, tránh các bệnh do muỗi lây truyền.",/7498-0.jpg,/7498-0.jpg,/7498-0.jpg,"/7498-1.jpg,/7498-2.jpg,/7498-3.jpg"
7491,Default,simple,Default Category/Sức khỏe - Y tế,PARA’KITO,Vòng tay chống muỗi PARA'KITO Blue Band - 7491,429000,"Viên chống muỗi kèm vòng tay PARA'KITO Blue Band - 7491 vừa phong cách, vừa bảo vệ bạn và gia đình bạn khỏi bị muỗi đốt, tránh các bệnh do muỗi lây truyền.",/7491-0.jpg,/7491-0.jpg,/7491-0.jpg,"/7491-1.jpg,/7491-2.jpg,/7491-3.jpg"
7651,Default,simple,Default Category/Sức khỏe - Y tế,PARA’KITO,Móc chống muỗi PARA'KITO Grey Clip - 7651,429000,"Viên chống muỗi kèm móc cài PARA'KITO Grey Clip - 7651 có thiết kế thông minh, kiểu dáng phong cách và rất linh hoạt, bảo vệ bạn suốt cả ngày di chuyển.",/7651-0.jpg,/7651-0.jpg,/7651-0.jpg,"/7651-1.jpg,/7651-2.jpg,/7651-3.jpg"
10195,Default,simple,Default Category/Sức khỏe - Y tế,PARA’KITO,Vòng tay chống muỗi PARA'KITO Leaves Graphic,429000,"Vừa phong cách, vừa bảo vệ bạn và gia đình bạn khỏi bị muỗi đốt, tránh các bệnh do muỗi lây truyền.",/10195-0.jpg,/10195-0.jpg,/10195-0.jpg,
2083,Default,simple,Default Category/Sức khỏe - Y tế,COLEMAN,Khăn lông 2000009312,109000,"Khăn lông Coleman 2000009312 được nén nhỏ như chiếc nắp chai nhưng với một chút nước là bạn đã có một chiếc khăn mềm mại, thấm hút tốt và có thể tái sử dụng. Tiện lợi khi đi leo núi, cắm trại dã ngoại.",/2083-0.png,/2083-0.png,/2083-0.png,
7933,Default,simple,Default Category/Sức khỏe - Y tế,,Túi y tế First Aid Kit cỡ lớn - 7933,1350000,"Túi y tế First Aid Kit Mini có  thiết kế mỏng, nhỏ gọn, giữ cho đồ dùng băng gạc luôn sạch sẽ, tiện để trong túi xách, ngăn ngoài balô hay vali.",/7933-0.jpg,/7933-0.jpg,/7933-0.jpg,"/7933-1.jpg,/7933-2.jpg"
7486,Default,simple,Default Category/Sức khỏe - Y tế,PARA’KITO,Móc chống muỗi PARA'KITO Red Clip - 7486,429000,"Viên chống muỗi kèm móc cài PARA'KITO Red Clip - 7486 có thiết kế thông minh, kiểu dáng phong cách và rất linh hoạt, bảo vệ bạn suốt cả ngày di chuyển.",/7486-0.jpg,/7486-0.jpg,/7486-0.jpg,"/7486-1.jpg,/7486-2.jpg"
1320,Default,simple,Default Category/Đồ chống nước,Khác,Áo mưa đoàn loại tốt,25000,"Áo mưa đoàn bảo vệ bạn khỏi thời tiết mưa nắng thất thường trong những chuyến leo núi, đảm bảo trải nghiệm ngoài trời an toàn trong thời tiết khắc nghiệt nhất.",/1320-0.jpg,/1320-0.jpg,/1320-0.jpg,
7692,Default,simple,Default Category/Đồ chống nước,MADE IN VIETNAM,Áo mưa balo 30 - 50L Raincover - 7692,80000,"Áo mưa balo 30 - 50L Raincover - 7692  được làm từ chất liệu 100% Polyester chống nước rất tốt, bề mặt nhẵn bóng khó bám bẩn và dễ dàng làm sạch. Phù hợp sử dụng cho Balo leo núi có thể tích từ 30-50L. Đây là phụ kiện không thể thiếu cho chiếc balo của bạn.",/7692-0.jpg,/7692-0.jpg,/7692-0.jpg,
6675,Default,simple,Default Category/Đồ chống nước,RYDER,Túi khô chống nước có quai đeo 15L Ryder Ocean Bag C1006 - 6675,231200289000,Túi khô chống nước có quai đeo 15L Ryder Ocean Bag C1006 - 6675 là một trong những trang bị chống nước tuyệt vời đồng hành cùng những chuyến đi du lịch của bạn.,/6675-0.jpg,/6675-0.jpg,/6675-0.jpg,"/6675-1.jpg,/6675-2.jpg,/6675-3.jpg,/6675-4.jpg,/6675-5.jpg"
6698,Default,simple,Default Category/Đồ chống nước,RYDER,Áo mưa balo 20-30L Ryder Rucksack Raincover S F1001 - 6698,143200179000,Áo mưa balo 20-30L Ryder Rucksack Raincover S F1001 - 6698 là trang bị không thể thiếu dành cho những người đam mê du lịch khi tới những nơi có khí hậu mưa và ẩm ướt.,/6698-0.jpg,/6698-0.jpg,/6698-0.jpg,"/6698-1.jpg,/6698-2.jpg,/6698-3.jpg,/6698-4.jpg"
9596-1,Default,simple,Default Category/Đồ chống nước,NATUREHIKE,Túi khô bơm hơi kèm phao bơi Naturehike Inflatable Waterproof Swimming Bag NH17S001-G,350000,"Vừa là túi đựng đồ chống nước, vừa có thiết kế đặc biệt có thể thổi hơi vào 2 bên túi, tác dụng như một chiếc phao bơi. Cực kỳ tiện dụng khi sử dụng trong hoạt động bơi lội, tắm biển.",/9596-1-0.jpg,/9596-1-0.jpg,/9596-1-0.jpg,"/9596-1-2.jpg,/9596-1-3.jpg,/9596-1-4.jpg,/9596-1-5.jpg"
1510-1,Default,simple,Default Category/Đồ chống nước,RYDER,Túi khô chống nước có quai đeo 5L Ryder C1005 - 1510,245000,"TÚI KHÔ CHỐNG NƯỚC CÓ QUAI ĐEO RYDER C1005 được làm từ vải nhựa PVC và TPU 500D ép dẻo có khả năng chống thấm vượt trội, bề mặt trơn nhẵn dễ vệ sinh làm sạch. Có quai đeo rất tiện lợi.",/1510-1-0.png,/1510-1-0.png,/1510-1-0.png,"/1510-1-1.jpg,/1510-1-2.jpg,/1510-1-3.jpg"
6699,Default,simple,Default Category/Đồ chống nước,RYDER,Áo mưa balo 30-50L Ryder Rucksack Raincover M F1002 - 6699,159200199000,Áo mưa balo 30-50L Ryder Rucksack Raincover M F1002 - 6699 là trang bị không thể thiếu dành cho những người đam mê du lịch khi tới những nơi có khí hậu mưa và ẩm ướt.,/6699-0.jpg,/6699-0.jpg,/6699-0.jpg,/6699-1.jpg
7890-1,Default,simple,Default Category/Đồ chống nước,GIVI,Bộ quần áo đi mưa GIVI RIDER TECH RAIN SUIT RRS06 - 7890,770000,Bộ quần áo đi mưa GIVI RIDER TECH RAIN SUIT RRS06 - 7890 với thiết kế ưu việt và chất liệu cao cấp bảo vệ người dùng trong những điều kiện thời tiết mưa gió khắc nghiệt,/7890-1-0.jpg,/7890-1-0.jpg,/7890-1-0.jpg,"/7890-1-1.jpg,/7890-1-2.png"
6669,Default,simple,Default Category/Đồ chống nước,RYDER,Túi khô chống nước 20L Ryder PVC Tarpaulin Dry Bag C1003 - 6669,289000,Túi khô chống nước 20L Ryder PVC Tarpaulin Dry Bag C1003 - 6669 là trang bị chống nước cho các vật dụng cá nhân khi tham gia các hoạt động ngoài trời.,/6669-0.jpg,/6669-0.jpg,/6669-0.jpg,
1222,Default,simple,Default Category/Đồ chống nước,RYDER,Túi khô chống nước 20L Ryder Clear PVC Panel C1013 - 1222,240000,"TÚI KHÔ CHỐNG NƯỚC RYDER 20L được làm từ vải nhựa PVC và TPU 500D ép dẻo có khả năng chống thấm vượt trội, bề mặt trơn nhẵn dễ vệ sinh làm sạch. Khóa miệng thông minh khi đóng sẽ tạo  thành quai xách cho túi. Khi cần thiết có thể biến thành một chiếc phao",/1222-0.jpg,/1222-0.jpg,/1222-0.jpg,"/1222-1.jpg,/1222-2.jpg"
1320,Default,simple,Default Category/Đồ dùng chung,Khác,Áo mưa đoàn loại tốt,25000,"Áo mưa đoàn bảo vệ bạn khỏi thời tiết mưa nắng thất thường trong những chuyến leo núi, đảm bảo trải nghiệm ngoài trời an toàn trong thời tiết khắc nghiệt nhất.",/1320-0.jpg,/1320-0.jpg,/1320-0.jpg,
1038,Default,simple,Default Category/Đồ dùng chung,Khác,Găng tay gai,10000,"Găng tay gai với 100%  sợi cotton mềm mại, thoáng khí. Lòng găng tay có các hạt cao su chống trơn trượt, tăng độ bám giúp cầm, nắm chắc chắn hơn. Trong những chuyến đi phượt, dã ngoại...",/1038-0.png,/1038-0.png,/1038-0.png,
1336,Default,simple,Default Category/Đồ dùng chung,Khác,Ủng nilon (loại mới),12000,"Ủng nilon (loại mới) giá chỉ 10k rẻ nhất tại WeTrek. Ủng bằng nilon chống nước tuyệt đối. Nhỏ gọn, tiện lợi khi đi du lịch, đi phượt. Liên hệ: 02873051988.",/1336-0.jpg,/1336-0.jpg,/1336-0.jpg,
